station_id,year,month,n_rain,R5mm (Days with ≥ 5mm rain),R10mm (Days with ≥ 10mm rain),R20mm (Days with ≥ 20mm rain),SDII (Average Daily Rainfall Intensity),PRCPTOT (Total Precipitation),Rx1day (Wettest day),Rx5day (Wettest 5-Day Period),n_maxdy,n_mindy,FD (Frost Days),TR (Tropical Nights),SU (Summer Days),ID (Icing Days),TNn (Coldest Night),TNx (Warmest Night),TXn (Coldest Day),TXx (Warmest Day),DTR (Diurnal Temperature Range),TN10p (Cold Nights),TN90p (Warm Nights),TX10p (Cold Days),TX90p (Warm Days),Latitude,Longitude,Elevation
CLAREMORRIS,1994,12,31,18,7,1,7.978,215.4,33,65.3,31,31,4,0,0,0,-2.8,12.1,2.5,14,5.816,6.452,12.903,3.226,25.806,53.7,-9,68
CLAREMORRIS,1995,1,31,13,8,2,8.355,183.8,24.6,57.4,31,31,10,0,0,0,-2,7.6,1.5,11.5,6.123,0,6.452,6.452,16.129,53.7,-9,68
CLAREMORRIS,1995,2,28,12,5,0,6.95,139,17.1,45.7,28,28,1,0,0,0,-2,9.5,4,12.6,5.45,0,17.857,0,17.857,53.7,-9,68
CLAREMORRIS,1995,3,31,7,3,0,5.667,102,17.5,40.4,31,31,7,0,0,0,-3,9.1,2.5,14,7.11,9.677,12.903,16.129,9.677,53.7,-9,68
CLAREMORRIS,1995,4,30,1,0,0,2.764,30.4,5.7,11.9,30,30,2,0,0,0,-1.5,9.4,7.4,19.5,8.243,20,30,13.333,20,53.7,-9,68
CLAREMORRIS,1995,5,31,5,1,0,5.2,67.6,17.5,37.2,31,31,1,0,0,0,-0.6,11.2,9,21.3,7.777,16.129,19.355,9.677,16.129,53.7,-9,68
CLAREMORRIS,1995,6,30,2,1,0,6.725,26.9,15.7,21.8,30,30,0,0,6,0,4.5,13.3,12.8,29,9.46,6.667,13.333,6.667,30,53.7,-9,68
CLAREMORRIS,1995,7,31,9,3,1,6.871,116.8,27.7,63.1,31,31,0,0,2,0,8,16.6,16,25.8,7.745,0,35.484,0,19.355,53.7,-9,68
CLAREMORRIS,1995,8,31,0,0,0,2.183,13.1,4.8,7.9,31,31,0,0,10,0,8.2,16.6,16.5,28,10.99,0,25.806,0,74.194,53.7,-9,68
CLAREMORRIS,1995,9,30,4,3,0,5.608,67.3,19.1,33.8,30,30,0,0,0,0,1.6,12,14.5,19.6,9.74,6.667,0,0,16.667,53.7,-9,68
CLAREMORRIS,1995,10,31,12,8,1,10.188,173.2,36.8,85.5,31,31,0,0,0,0,1.7,13,10.5,19.9,6.152,0,19.355,0,16.129,53.7,-9,68
CLAREMORRIS,1995,11,30,8,5,0,7.36,110.4,18.2,48.2,30,30,8,0,0,0,-4,11,5.7,14.2,6.65,13.333,23.333,0,23.333,53.7,-9,68
CLAREMORRIS,1995,12,31,3,1,0,4.81,48.1,10.9,20.9,31,31,16,0,0,1,-6.6,7.7,-1.3,13.6,6.016,22.581,0,25.806,6.452,53.7,-9,68
CLAREMORRIS,1996,1,31,6,3,0,6.208,80.7,14.5,31.7,31,31,6,0,0,0,-5.3,8.5,1.9,12.5,4.813,9.677,19.355,16.129,22.581,53.7,-9,68
CLAREMORRIS,1996,2,29,10,7,1,8.567,128.5,20.4,72.8,29,29,15,0,0,0,-4.5,6.5,2.2,10.8,7.666,24.138,10.345,13.793,3.448,53.7,-9,68
CLAREMORRIS,1996,3,31,7,5,0,8.345,91.8,16.8,46.3,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,1996,4,30,7,0,0,5.775,69.3,9.2,28.2,28,30,4,0,0,0,-3.3,10.4,9.7,16.6,8.518,10,20,0,7.143,53.7,-9,68
CLAREMORRIS,1996,5,31,3,1,0,4.523,58.8,14.6,31.5,31,30,5,0,0,0,-1.4,9.9,6.6,18.2,9.677,26.667,0,9.677,0,53.7,-9,68
CLAREMORRIS,1996,6,30,1,0,0,3.567,32.1,6.3,28.2,25,29,0,0,0,0,2.3,11.9,0,0,0,6.897,6.897,0,0,53.7,-9,68
CLAREMORRIS,1996,7,31,3,0,0,4.058,48.7,9.1,19.7,26,31,0,0,0,0,5,14.9,0,0,0,9.677,9.677,0,0,53.7,-9,68
CLAREMORRIS,1996,8,31,8,3,0,6.607,92.5,17,40.1,26,29,0,0,0,0,4.3,16.1,0,0,0,3.448,10.345,0,0,53.7,-9,68
CLAREMORRIS,1996,9,30,3,2,0,6.133,55.2,18.2,41,20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,1996,10,31,12,7,3,8.6,206.4,24.7,62.5,30,31,0,0,0,0,0.3,14.6,10,18.6,5.753,3.226,22.581,3.333,16.667,53.7,-9,68
CLAREMORRIS,1996,11,30,9,6,1,7.944,143,21.7,51,29,27,0,0,0,0,0,0,3.3,14.6,0,0,0,24.138,6.897,53.7,-9,68
CLAREMORRIS,1996,12,31,3,2,0,6.5,45.5,16.6,45.6,29,29,10,0,0,0,-4.8,9.2,2.2,12.2,5.124,10.345,6.897,3.448,3.448,53.7,-9,68
CLAREMORRIS,1997,1,31,2,0,0,2.88,28.8,6.7,14.1,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,1997,2,28,16,10,1,8.354,200.5,23.7,66,25,27,3,0,0,0,-2.5,6.6,0,0,0,0,11.111,0,0,53.7,-9,68
CLAREMORRIS,1997,3,31,3,2,0,5.008,65.1,15.7,31.5,29,27,0,0,0,0,0,0,8.8,14.4,0,0,0,0,37.931,53.7,-9,68
CLAREMORRIS,1997,4,0,0,0,0,0,0,0,0,29,29,1,0,0,0,-0.7,10.6,11.4,19.3,8.729,3.448,37.931,0,34.483,53.7,-9,68
CLAREMORRIS,1997,5,0,0,0,0,0,0,0,0,31,31,1,0,1,0,-0.1,12,9.6,25.1,9.823,12.903,25.806,6.452,38.71,53.7,-9,68
CLAREMORRIS,1997,6,0,0,0,0,0,0,0,0,30,30,0,0,0,0,4.6,12.5,12.4,20.5,7.453,6.667,16.667,13.333,0,53.7,-9,68
CLAREMORRIS,1997,7,31,5,4,1,7.575,90.9,21,40,30,30,0,0,0,0,7.4,14.3,13.1,23.4,8.413,0,13.333,6.667,6.667,53.7,-9,68
CLAREMORRIS,1997,8,31,8,2,2,9.455,104,22.7,44.4,31,31,0,0,0,0,6.7,16.7,14.4,24.1,7.229,3.226,35.484,6.452,35.484,53.7,-9,68
CLAREMORRIS,1997,9,28,4,1,0,5.085,66.1,11.9,43,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,1997,10,29,10,6,0,9.1,109.2,15.1,58.3,31,31,0,0,0,0,0.3,13.4,9.6,18.5,6.597,3.226,16.129,6.452,12.903,53.7,-9,68
CLAREMORRIS,1997,11,30,7,3,0,5.533,99.6,15.5,42.5,30,30,7,0,0,0,-3.1,12.3,5.9,15.9,6.143,13.333,23.333,3.333,20,53.7,-9,68
CLAREMORRIS,1997,12,30,10,3,1,6.594,118.7,21.1,46.5,31,31,3,0,0,0,-3.8,9.2,5.4,12.5,5.771,9.677,12.903,0,12.903,53.7,-9,68
CLAREMORRIS,1998,1,29,11,4,0,8.65,121.1,19.1,44.4,31,30,8,0,0,0,-3.7,11.3,2.1,13.3,5.44,10,16.667,6.452,19.355,53.7,-9,68
CLAREMORRIS,1998,2,27,5,3,2,21.317,255.8,107,121.1,26,27,4,0,0,0,-3.1,10.9,8,13.3,5.708,3.704,48.148,0,46.154,53.7,-9,68
CLAREMORRIS,1998,3,30,8,1,0,5.731,74.5,11.3,128.6,30,30,1,0,0,0,-0.3,9.4,7.1,16,6.376,0,43.333,0,26.667,53.7,-9,68
CLAREMORRIS,1998,4,30,5,2,0,4.121,98.9,13.5,30.5,30,30,7,0,0,0,-2.4,7.9,7.1,16.6,8.01,13.333,6.667,23.333,3.333,53.7,-9,68
CLAREMORRIS,1998,5,31,2,0,0,3.422,30.8,9.5,20.4,31,31,0,0,1,0,2,11.1,11.5,25.4,8.571,3.226,25.806,0,29.032,53.7,-9,68
CLAREMORRIS,1998,6,26,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,1998,7,30,4,2,1,6.647,99.7,30.7,60.8,30,30,0,0,0,0,6.2,14.6,15.4,21.1,6.61,10,3.333,10,0,53.7,-9,68
CLAREMORRIS,1998,8,29,7,3,0,5.771,80.8,17.4,27.6,30,30,0,0,0,0,4.4,15.4,15.7,22.4,8.003,13.333,20,0,13.333,53.7,-9,68
CLAREMORRIS,1998,9,27,0,0,0,0,0,0,0,29,30,0,0,0,0,4.2,14.8,12.9,24.1,7.638,3.333,20,3.448,27.586,53.7,-9,68
CLAREMORRIS,1998,10,27,0,0,0,0,0,0,0,29,30,0,0,0,0,1.1,12.7,8.7,17.5,6.982,6.667,6.667,6.897,10.345,53.7,-9,68
CLAREMORRIS,1998,11,26,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,1998,12,26,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,1999,1,28,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,1999,2,26,8,2,0,5.313,79.7,11.3,29.2,26,26,3,0,0,0,-2.9,9.6,3,12.2,5.042,3.846,26.923,0,15.385,53.7,-9,68
CLAREMORRIS,1999,3,28,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,1999,4,29,9,3,0,5.505,104.6,15.7,34.4,29,29,4,0,0,0,-2.1,11,7.6,19.6,7.807,17.241,37.931,13.793,24.138,53.7,-9,68
CLAREMORRIS,1999,5,27,0,0,0,0,0,0,0,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,1999,6,28,3,2,0,4.738,37.9,11.2,16.1,28,28,0,0,0,0,2.6,13.2,13.5,22.4,8.25,17.857,10.714,7.143,7.143,53.7,-9,68
CLAREMORRIS,1999,7,29,5,2,0,6.56,65.6,17,32.1,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,1999,8,29,5,2,1,5.6,89.6,25.2,35.1,29,29,0,0,0,0,8.2,15.7,16.7,22.7,7.419,0,20.69,0,3.448,53.7,-9,68
CLAREMORRIS,1999,9,27,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,1999,10,27,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,1999,11,30,6,6,3,9.612,163.4,41.8,81,29,29,2,0,0,0,-0.9,9.9,7.1,14.2,5.789,0,6.897,0,13.793,53.7,-9,68
CLAREMORRIS,1999,12,29,13,7,1,8.755,192.6,32.8,69.8,29,31,6,0,0,0,-2.5,6,3,11.7,5.334,3.226,0,10.345,3.448,53.7,-9,68
CLAREMORRIS,2000,1,29,7,1,0,5.594,89.5,13.8,33.9,29,29,4,0,0,0,-1.7,8,1.4,11.7,5.111,0,10.345,6.897,3.448,53.7,-9,68
CLAREMORRIS,2000,2,27,8,3,1,5.448,125.3,25.7,36.7,26,27,1,0,0,0,-0.7,9,0,0,0,0,14.815,0,0,53.7,-9,68
CLAREMORRIS,2000,3,30,5,1,0,4.264,46.9,10.6,18.3,30,29,2,0,0,0,-1.3,10.4,8,14.9,7.136,3.448,24.138,0,30,53.7,-9,68
CLAREMORRIS,2000,4,25,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,2000,5,29,4,0,0,3.631,47.2,7.4,18.8,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,2000,6,27,0,0,0,0,0,0,0,29,28,0,0,1,0,5.5,14.1,11.4,25.3,7.889,0,7.143,6.897,27.586,53.7,-9,68
CLAREMORRIS,2000,7,31,2,0,0,3.62,36.2,8.4,15,31,30,0,0,1,0,6,15.5,14.7,25.2,8.533,6.667,16.667,6.452,12.903,53.7,-9,68
CLAREMORRIS,2000,8,31,9,5,2,9.012,144.2,36.7,50.6,30,30,0,0,0,0,4.4,15.8,16.4,23.9,8.8,10,26.667,0,13.333,53.7,-9,68
CLAREMORRIS,2000,9,30,8,4,0,5.624,95.6,12,34.5,30,29,0,0,0,0,3.5,13.1,12.6,20.4,7.383,0,6.897,3.333,13.333,53.7,-9,68
CLAREMORRIS,2000,10,30,14,9,1,8.015,208.4,22.3,50.9,30,29,1,0,0,0,-1.4,9,8,17.7,6.646,6.897,0,3.333,3.333,53.7,-9,68
CLAREMORRIS,2000,11,30,10,2,1,5.965,137.2,22.7,42.3,28,29,3,0,0,0,-1.9,9.4,3.7,12.9,6.093,0,3.448,10.714,7.143,53.7,-9,68
CLAREMORRIS,2000,12,30,9,4,2,7.732,146.9,24.3,42,29,30,7,0,0,2,-12.9,8.6,-0.4,11.3,5.796,10,3.333,13.793,0,53.7,-9,68
CLAREMORRIS,2001,1,29,6,3,0,6.789,61.1,14.4,41.6,28,29,16,0,0,0,-4.6,5.4,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,2001,2,26,5,1,0,6.1,48.8,12.1,20.5,27,27,11,0,0,0,-4.4,8.3,3.8,13.2,7.819,11.111,7.407,14.815,25.926,53.7,-9,68
CLAREMORRIS,2001,3,31,4,0,0,4.5,67.5,9.9,29.9,27,31,8,0,0,0,-6,8.1,0,0,0,19.355,9.677,0,0,53.7,-9,68
CLAREMORRIS,2001,4,30,3,1,0,3.819,61.1,11.2,25.5,29,30,3,0,0,0,-1.5,8.6,8.8,15.1,7.879,10,16.667,3.448,3.448,53.7,-9,68
CLAREMORRIS,2001,5,31,4,1,0,4.712,37.7,10.5,19.9,30,29,0,0,0,0,0.3,12.9,10,23.1,10.382,3.448,24.138,3.333,40,53.7,-9,68
CLAREMORRIS,2001,6,21,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,2001,7,29,4,1,0,4.514,63.2,15.8,32.5,29,29,0,0,0,0,4.3,14.8,15.2,23.9,7.885,13.793,13.793,6.897,6.897,53.7,-9,68
CLAREMORRIS,2001,8,30,7,5,1,6.225,124.5,30.1,38.4,30,30,0,0,0,0,4.3,14.8,15.4,21.1,8.403,20,13.333,0,0,53.7,-9,68
CLAREMORRIS,2001,9,30,4,3,2,9.27,92.7,36.2,79.9,29,28,0,0,0,0,2.1,13.9,15.1,21.9,7.93,7.143,17.857,0,17.241,53.7,-9,68
CLAREMORRIS,2001,10,31,12,5,0,6.925,138.5,17.9,94.5,31,31,0,0,0,0,0,12.4,9.9,17.4,5.732,3.226,32.258,3.226,16.129,53.7,-9,68
CLAREMORRIS,2001,11,30,4,2,0,5.371,75.2,12.6,26.4,30,30,0,0,0,0,1.2,9.9,6,14.2,5.44,0,26.667,3.333,30,53.7,-9,68
CLAREMORRIS,2001,12,31,5,3,1,7.538,60.3,20.9,48.1,31,30,10,0,0,0,-6.8,8.6,1,13.1,6.29,10,3.333,3.226,9.677,53.7,-9,68
CLAREMORRIS,2002,1,30,9,3,0,5.8,116,16.2,31.8,31,31,2,0,0,0,-7,8.6,3.7,12.6,5.958,3.226,19.355,0,38.71,53.7,-9,68
CLAREMORRIS,2002,2,26,12,7,0,7.395,155.3,17.2,55,28,28,2,0,0,0,-3.3,7.2,5.5,13.6,6.071,0,17.857,0,21.429,53.7,-9,68
CLAREMORRIS,2002,3,30,5,3,1,6.123,79.6,25,53.8,30,30,5,0,0,0,-2.4,9,6.8,17.3,7.355,3.333,20,0,36.667,53.7,-9,68
CLAREMORRIS,2002,4,29,3,0,0,4.545,50,9.5,26.5,30,30,1,0,0,0,-1.4,11.6,9.3,17.8,8.207,3.333,16.667,3.333,10,53.7,-9,68
CLAREMORRIS,2002,5,30,11,6,0,7.582,128.9,17.9,63.5,30,30,0,0,0,0,1.3,13.2,10.1,18.6,8.014,0,16.667,6.667,20,53.7,-9,68
CLAREMORRIS,2002,6,28,4,1,0,4.305,81.8,13.7,29.7,28,28,0,0,0,0,5.3,12.1,12.5,19.9,6.888,0,7.143,14.286,0,53.7,-9,68
CLAREMORRIS,2002,7,31,2,0,0,3.162,41.1,8.2,18,30,31,0,0,0,0,5.9,15.2,13.9,23.2,6.95,3.226,12.903,10,3.333,53.7,-9,68
CLAREMORRIS,2002,8,31,4,2,0,5.664,62.3,14.3,25,31,31,0,0,0,0,5,15.3,14.4,24.9,8.406,12.903,19.355,3.226,22.581,53.7,-9,68
CLAREMORRIS,2002,9,30,3,1,1,8.35,50.1,25,39.8,30,30,0,0,0,0,2.7,13,14.6,21.2,9.457,10,6.667,0,43.333,53.7,-9,68
CLAREMORRIS,2002,10,31,8,6,2,10.843,151.8,33.4,71.8,30,31,2,0,0,0,-2.4,14.4,8.6,20.3,7.863,19.355,9.677,16.667,10,53.7,-9,68
CLAREMORRIS,2002,11,30,9,5,0,6.086,133.9,17.6,45.2,30,30,2,0,0,0,-2.3,9.4,7.5,15.6,6.133,0,6.667,0,26.667,53.7,-9,68
CLAREMORRIS,2002,12,31,7,1,0,6.418,70.6,14,29.8,30,30,7,0,0,0,-3.3,8.5,3.7,12.2,4.272,6.667,10,3.333,6.667,53.7,-9,68
CLAREMORRIS,2003,1,31,5,2,0,6.155,67.7,14.7,32.9,29,29,11,0,0,0,-5.9,9.4,2.4,15.7,6.314,3.448,13.793,3.448,20.69,53.7,-9,68
CLAREMORRIS,2003,2,27,4,0,0,5.311,47.8,8.5,18.4,26,25,0,0,0,0,0,0,4.9,12.4,0,0,0,0,11.538,53.7,-9,68
CLAREMORRIS,2003,3,31,6,3,0,5.192,67.5,11.4,42.7,31,31,6,0,0,0,-1.9,8.9,7.9,16.9,9.358,3.226,12.903,0,38.71,53.7,-9,68
CLAREMORRIS,2003,4,27,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,2003,5,29,6,1,0,4.54,90.8,13.7,32.4,29,29,0,0,0,0,2.2,12.3,10.6,24.1,7.589,0,17.241,6.897,6.897,53.7,-9,68
CLAREMORRIS,2003,6,25,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,2003,7,30,4,2,0,4.193,62.9,10.7,33.6,30,30,0,0,0,0,8.9,15.2,15.6,23.7,6.831,0,20,3.333,3.333,53.7,-9,68
CLAREMORRIS,2003,8,28,0,0,0,0,0,0,0,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,2003,9,29,4,0,0,3.62,54.3,6.2,21.1,29,30,0,0,0,0,2.2,14.9,13.9,22.6,8.062,3.333,20,0,17.241,53.7,-9,68
CLAREMORRIS,2003,10,30,2,1,1,5.889,53,27.5,37.1,30,29,2,0,0,0,-1.5,12.1,7,18,7.411,20.69,13.793,10,3.333,53.7,-9,68
CLAREMORRIS,2003,11,29,9,3,0,6.122,110.2,17.2,44.2,29,27,0,0,0,0,0,0,7,16.1,0,0,0,0,24.138,53.7,-9,68
CLAREMORRIS,2003,12,31,7,3,0,5.686,79.6,11.7,25.3,31,31,9,0,0,0,-3.8,8.3,3.4,12.1,5.771,0,12.903,0,3.226,53.7,-9,68
CLAREMORRIS,2004,1,30,9,5,1,7.084,134.6,24.8,55.1,30,30,9,0,0,0,-4.1,7.5,4.8,11.7,6.697,6.667,6.667,0,16.667,53.7,-9,68
CLAREMORRIS,2004,2,29,5,2,1,6.842,82.1,25.7,79.6,29,29,12,0,0,0,-3.9,11.1,2.7,13.4,7.224,6.897,10.345,6.897,24.138,53.7,-9,68
CLAREMORRIS,2004,3,31,11,3,0,6.771,115.1,14.7,51.2,31,31,6,0,0,0,-2.9,10,3.9,14.2,7.877,6.452,12.903,3.226,19.355,53.7,-9,68
CLAREMORRIS,2004,4,28,7,4,1,6.871,96.2,22.1,40.5,30,29,2,0,0,0,-0.5,11.5,9.1,16,7.259,6.897,13.793,3.333,6.667,53.7,-9,68
CLAREMORRIS,2004,5,28,0,0,0,0,0,0,0,29,28,0,0,0,0,0,0,9.9,20.3,0,0,0,0,10.345,53.7,-9,68
CLAREMORRIS,2004,6,30,6,3,1,7.287,109.3,40.5,63.8,29,30,0,0,0,0,3.8,14.3,12.8,22.3,7.803,6.667,36.667,3.448,13.793,53.7,-9,68
CLAREMORRIS,2004,7,31,3,3,0,4.606,73.7,15.9,29,31,31,0,0,0,0,5.3,13.8,14.7,23.4,7.797,9.677,3.226,3.226,3.226,53.7,-9,68
CLAREMORRIS,2004,8,27,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,2004,9,29,10,4,0,8.443,118.2,18.9,54.9,30,29,0,0,0,0,4.8,15.1,12.8,23.2,5.859,0,17.241,3.333,16.667,53.7,-9,68
CLAREMORRIS,2004,10,30,10,5,0,6.732,127.9,18,41.7,31,30,1,0,0,0,-2.1,10,5.4,14.9,6.87,16.667,0,19.355,0,53.7,-9,68
CLAREMORRIS,2004,11,27,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,2004,12,30,8,5,0,6.5,123.5,18.4,36,30,30,7,0,0,0,-2.2,9.7,4.4,12.8,6.252,0,16.667,0,13.333,53.7,-9,68
CLAREMORRIS,2005,1,26,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,2005,2,27,5,2,0,5.84,58.4,13.3,30,27,27,8,0,0,0,-2.8,6.2,4.6,11.9,6.412,3.704,7.407,0,7.407,53.7,-9,68
CLAREMORRIS,2005,3,28,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,-9,68
CLAREMORRIS,2005,4,30,8,3,0,5.037,95.7,14.6,31.3,30,30,1,0,0,0,-1.3,8.3,7.5,17.4,7.943,6.667,16.667,3.333,10,53.7,-9,68
CLAREMORRIS,2005,5,30,10,3,1,7.217,129.9,26.3,74.7,30,29,0,0,0,0,0.4,9.9,11.3,17.5,8.4,6.897,10.345,3.333,0,53.7,-9,68
CLAREMORRIS,2005,6,30,5,2,0,5.43,54.3,12.4,27,30,30,0,0,0,0,4.6,15.8,14,22.9,7.343,3.333,40,3.333,13.333,53.7,-9,68
CLAREMORRIS,2005,7,31,3,1,0,4.733,42.6,12.4,27.2,31,31,0,0,3,0,6.6,14.6,14.5,29,7.845,0,16.129,9.677,19.355,53.7,-9,68
CLAREMORRIS,2005,8,31,4,2,0,4.98,74.7,18.7,22.8,31,31,0,0,0,0,6.9,14.6,15.3,23.3,7.477,0,16.129,3.226,16.129,53.7,-9,68
CLAREMORRIS,2005,9,30,7,3,0,6.059,103,19.9,44.8,30,30,0,0,0,0,2.7,14.6,12.8,23,7.183,3.333,23.333,3.333,26.667,53.7,-9,68
CLAREMORRIS,2005,10,31,9,4,1,6.912,110.6,21.1,47.6,31,31,1,0,0,0,-0.6,12.5,10.7,18.1,6.377,3.226,19.355,0,25.806,53.7,-9,68
CLAREMORRIS,2005,11,30,9,1,0,5.839,105.1,11,34.1,30,30,5,0,0,0,-2.3,11.4,4.2,14.7,6.98,3.333,10,3.333,16.667,53.7,-9,68
CLAREMORRIS,2005,12,31,7,4,0,5.927,88.9,14.6,40.2,31,31,5,0,0,0,-3.1,9.7,2.1,12.1,5.632,6.452,12.903,3.226,6.452,53.7,-9,68
CLAREMORRIS,2006,1,31,6,2,0,5.717,68.6,13.8,41,31,31,7,0,0,0,-3.9,10.2,3,12.1,5.577,0,12.903,6.452,12.903,53.7,-9,68
CLAREMORRIS,2006,2,28,4,1,0,5.02,50.2,13.5,33,28,28,9,0,0,0,-3.1,8.6,5.5,12.6,6.689,0,17.857,0,14.286,53.7,-9,68
CLAREMORRIS,2006,3,31,8,3,0,6.513,104.2,15.7,39.2,31,31,7,0,0,0,-7.5,10,3.3,13.2,6.629,16.129,19.355,12.903,16.129,53.7,-9,68
CLAREMORRIS,2006,4,30,3,0,0,4.027,44.3,8.3,33.7,30,30,2,0,0,0,-3.3,8.9,9.8,17,7.72,6.667,6.667,0,3.333,53.7,-9,68
CLAREMORRIS,2006,5,29,9,4,2,7.935,134.9,30.8,54.2,30,30,0,0,0,0,1.8,11.2,8.5,23,8.169,6.667,26.667,6.667,13.333,53.7,-9,68
CLAREMORRIS,2006,6,30,2,1,0,3.74,37.4,10.4,24.5,30,30,0,0,1,0,4,14.2,13.9,25.8,9.757,3.333,16.667,6.667,26.667,53.7,-9,68
CLAREMORRIS,2006,7,31,3,2,0,5.788,46.3,12.8,25.3,31,31,0,0,3,0,5.6,16.4,15.3,28.5,8.965,6.452,32.258,0,35.484,53.7,-9,68
CLAREMORRIS,2006,8,31,2,0,0,3.486,48.8,9.4,21.5,31,31,0,0,0,0,4.4,16.5,16,22.6,6.829,6.452,9.677,0,6.452,53.7,-9,68
CLAREMORRIS,2006,9,30,12,5,3,7.99,159.8,22.3,80.5,30,30,0,0,0,0,3.1,16.3,15.2,21.8,7.2,3.333,33.333,0,33.333,53.7,-9,68
CLAREMORRIS,2006,10,31,9,4,1,7.194,122.3,30.9,49.2,31,31,0,0,0,0,2.7,11.8,10.3,18.3,6.716,3.226,12.903,3.226,25.806,53.7,-9,68
CLAREMORRIS,2006,11,30,11,3,0,6.69,140.5,19.4,58.8,30,30,3,0,0,0,-2.4,10.3,5.2,13.8,6.743,10,13.333,3.333,13.333,53.7,-9,68
CLAREMORRIS,2006,12,31,16,7,2,9.059,199.3,32.1,84.6,31,31,4,0,0,0,-0.8,9.5,2.6,12.1,4.865,0,6.452,3.226,16.129,53.7,-9,68
CLAREMORRIS,2007,1,31,10,5,0,5.905,129.9,17.5,50.6,31,31,6,0,0,0,-2.3,7.6,5.7,12.3,6.123,6.452,16.129,0,35.484,53.7,-9,68
CLAREMORRIS,2007,2,28,9,2,0,5.342,101.5,12.3,27.9,28,28,9,0,0,0,-5.3,7.5,2.3,12.9,7.679,17.857,14.286,3.571,25,53.7,-9,68
CLAREMORRIS,2007,3,31,5,1,1,5.435,92.4,25.9,44.7,31,31,2,0,0,0,-1.1,8,5.9,15,7.894,0,12.903,0,19.355,53.7,-9,68
CLAREMORRIS,2007,4,30,2,0,0,5.4,21.6,6.8,21.9,30,30,2,0,0,0,-0.4,11.8,12.7,19.9,10.977,6.667,30,0,50,53.7,-9,68
CLAREMORRIS,2007,5,31,5,1,0,4.52,67.8,11.8,28.5,30,29,0,0,0,0,0.1,12.1,12.7,23.6,9.279,13.793,10.345,3.333,16.667,53.7,-9,68
CLAREMORRIS,2007,6,30,8,3,1,7.164,100.3,24.7,35.5,30,30,0,0,0,0,5.6,15.1,11.9,24.9,8.31,0,20,10,26.667,53.7,-9,68
CLAREMORRIS,2007,7,31,10,5,0,7.006,126.1,17,39,31,29,0,0,0,0,7.1,14,13.6,20.8,7.514,3.448,10.345,6.452,0,53.7,-9,68
CLAREMORRIS,2007,8,31,8,2,0,4.612,73.8,11.3,28.7,31,31,0,0,0,0,8.4,13.7,15.5,21.7,6.71,0,9.677,6.452,0,53.7,-9,68
CLAREMORRIS,2007,9,30,4,2,0,5.218,57.4,19.6,36.3,30,30,0,0,0,0,0.7,15,12.4,21.5,7.77,10,23.333,6.667,13.333,53.7,-9,68
